YMD,Max_Temperature,Min_Temperature,Avg_Temperature,Avg_Humidity,Rainfall
2013-05-30,32.9,26.7,29.4,78.0,0.0
2013-05-31,33.8,26.6,29.7,75.0,0.0
2013-06-01,33.8,26.2,29.7,74.0,0.0
2013-06-02,34.1,26.1,30.0,72.0,0.0
2013-06-03,35.0,27.0,29.9,72.0,0.0
2013-06-04,32.5,25.1,27.8,83.0,9.7
2013-06-05,31.3,23.9,26.3,87.0,21.8
2013-06-06,30.8,24.6,27.0,84.0,1.1
2013-06-07,31.9,25.3,28.7,80.0,1.6
2013-06-08,32.2,27.3,29.0,81.0,0.2
2013-06-09,32.5,27.5,29.2,83.0,0.7
2013-06-10,30.9,24.4,27.5,91.0,15.7
2013-06-11,26.2,21.6,23.6,91.0,15.4
2013-06-12,28.3,22.4,24.5,75.0,0.0
2013-06-13,27.2,22.9,24.7,76.0,0.2
2013-06-14,28.2,23.6,25.3,86.0,2.5
2013-06-15,26.8,24.7,25.6,95.0,13.5
2013-06-16,30.9,25.4,27.7,86.0,3.5
2013-06-17,32.1,26.3,28.6,82.0,0.4
2013-06-18,33.7,26.1,29.4,76.0,0.0
2013-06-19,35.0,26.7,30.1,74.0,0.0
2013-06-20,36.3,27.5,31.1,70.0,0.0
2013-06-21,35.0,26.8,30.1,73.0,3.0
2013-06-22,30.1,25.3,27.9,82.0,4.7
2013-06-23,30.1,24.9,27.1,88.0,16.2
2013-06-24,27.8,24.5,25.8,94.0,18.6
2013-06-25,31.5,26.4,28.8,83.0,0.9
2013-06-26,32.3,28.0,29.7,78.0,0.0
2013-06-27,32.4,27.9,29.8,77.0,0.0
2013-06-28,32.3,28.1,29.7,78.0,0.0
2013-06-29,32.8,28.2,29.9,76.0,0.0
2013-06-30,33.9,26.8,29.9,77.0,4.2
2013-07-01,32.0,25.2,28.1,78.0,22.6
2013-07-02,31.9,24.7,27.7,81.0,4.2
2013-07-03,32.3,26.0,29.0,76.0,0.0
2013-07-04,32.5,26.3,29.4,72.0,0.0
2013-07-05,34.0,26.9,29.8,71.0,0.0
2013-07-06,31.4,26.0,28.1,81.0,6.0
2013-07-07,31.2,25.3,27.6,84.0,9.3
2013-07-08,31.7,25.1,28.1,78.0,0.6
2013-07-09,32.7,25.7,28.9,72.0,0.0
2013-07-10,32.1,24.8,27.9,79.0,6.0
2013-07-11,33.9,25.5,29.3,73.0,0.0
2013-07-12,34.7,26.2,30.3,71.0,0.0
2013-07-13,35.8,28.0,31.7,68.0,0.0
2013-07-14,32.7,28.8,30.1,76.0,1.1
2013-07-15,29.0,23.4,26.6,90.0,67.4
2013-07-16,27.5,24.1,25.5,93.0,20.0
2013-07-17,30.4,24.4,25.9,90.0,13.4
2013-07-18,32.0,23.9,26.9,83.0,0.0
2013-07-19,31.2,25.9,28.1,80.0,0.0
2013-07-20,30.8,25.2,26.7,93.0,22.2
2013-07-21,32.0,25.0,27.5,85.0,0.5
2013-07-22,33.0,25.0,28.0,82.0,8.0
2013-07-23,30.9,25.9,27.7,86.0,9.7
2013-07-24,28.7,25.0,26.5,89.0,14.9
2013-07-25,28.8,24.9,25.9,92.0,12.9
2013-07-26,27.7,23.8,25.8,91.0,21.5
2013-07-27,31.5,24.9,26.8,88.0,15.7
2013-07-28,31.9,24.8,27.3,85.0,9.0
2013-07-29,33.2,24.7,28.3,78.0,0.0
2013-07-30,34.1,26.3,29.7,73.0,0.0
2013-07-31,34.0,26.6,29.7,71.0,0.0
2013-08-01,32.2,24.6,28.3,78.0,7.6
2013-08-02,30.2,25.5,27.1,84.0,5.2
2013-08-03,30.2,25.1,26.8,91.0,7.6
2013-08-04,32.6,25.7,28.9,78.0,0.0
2013-08-05,34.2,25.6,29.5,72.0,0.0
2013-08-06,34.0,26.0,29.9,72.0,0.0
2013-08-07,33.2,26.8,29.2,76.0,0.6
2013-08-08,33.2,26.3,29.3,72.0,0.0
2013-08-09,34.8,26.3,30.0,73.0,0.0
2013-08-10,34.6,27.2,29.6,81.0,0.4
2013-08-11,34.5,24.5,28.8,67.0,0.0
2013-08-12,35.1,27.1,30.6,66.0,0.0
2013-08-13,30.9,26.3,28.3,82.0,4.8
2013-08-14,27.7,24.9,25.9,91.0,20.5
2013-08-15,28.8,25.1,26.9,88.0,65.4
2013-08-16,27.8,25.1,26.5,93.0,236.1
2013-08-17,28.7,24.8,26.9,91.0,27.0
2013-08-18,28.1,25.3,26.2,96.0,12.7
2013-08-19,31.0,25.6,27.4,90.0,1.2
2013-08-20,33.5,25.2,28.1,85.0,1.4
2013-08-21,33.1,25.0,28.5,82.0,0.2
2013-08-22,31.0,27.6,29.3,80.0,0.1
2013-08-23,30.0,24.0,27.3,88.0,37.0
2013-08-24,28.6,24.9,26.9,91.0,29.5
2013-08-25,30.2,25.6,27.0,91.0,16.1
2013-08-26,32.8,25.0,28.1,85.0,0.1
2013-08-27,34.8,25.9,29.5,78.0,0.0
2013-08-28,35.3,26.0,29.8,74.0,0.0
2013-08-29,34.7,26.9,29.9,76.0,0.0
2013-08-30,29.5,24.1,27.1,89.0,51.5
2013-08-31,29.6,24.5,26.4,91.0,8.8
2013-09-01,31.3,24.0,26.8,85.0,0.1
2013-09-02,32.5,24.6,27.5,84.0,1.3
2013-09-03,28.3,24.8,25.8,92.0,18.7
2013-09-04,25.5,24.3,25.0,94.0,18.8
2013-09-05,28.0,23.4,25.2,86.0,0.1
2013-09-06,32.4,24.8,27.4,73.0,0.0
2013-09-07,33.5,24.4,28.1,70.0,0.0
2013-09-08,32.6,25.7,28.4,74.0,0.0
2013-09-09,33.2,26.1,28.8,75.0,0.0
2013-09-10,33.9,25.8,29.4,70.0,0.0
2013-09-11,33.2,26.1,29.0,72.0,1.3
2013-09-12,32.5,25.9,28.5,77.0,0.0
2013-09-13,32.4,26.1,27.9,81.0,0.3
2013-09-14,33.3,25.3,28.5,77.0,0.0
2013-09-15,33.4,26.0,28.9,76.0,0.3
2013-09-16,32.8,25.3,28.7,73.0,1.0
2013-09-17,32.0,25.1,28.5,63.0,0.0
2013-09-18,31.5,24.6,27.8,64.0,0.0
2013-09-19,32.7,25.3,28.6,67.0,4.5
2013-09-20,34.2,25.5,29.1,72.0,0.0
2013-09-21,34.1,27.0,30.6,54.0,0.0
2013-09-22,31.6,25.8,28.7,65.0,7.1
2013-09-23,30.2,24.5,26.7,88.0,69.5
2013-09-24,32.2,26.4,28.8,77.0,0.0
2013-09-25,31.4,26.1,28.2,74.0,0.0
2013-09-26,28.8,23.9,26.1,77.0,1.7
2013-09-27,29.6,21.7,25.1,68.0,0.0
2013-09-28,28.8,22.9,26.0,72.0,0.0
2013-09-29,26.7,23.7,24.9,72.0,0.0
2013-09-30,26.9,22.2,24.2,87.0,3.5
2013-10-01,32.2,23.9,27.2,75.0,0.0
2013-10-02,31.3,24.7,27.8,57.0,0.0
2013-10-03,30.5,22.4,26.8,49.0,0.0
2013-10-04,29.2,22.8,26.0,58.0,0.0
2013-10-05,29.9,22.0,25.8,52.0,0.0
2013-10-06,30.3,21.2,25.8,47.0,0.0
2013-10-07,30.7,23.3,26.9,50.0,0.0
2013-10-08,28.6,24.3,25.8,59.0,0.0
2013-10-09,30.0,23.7,26.0,71.0,0.9
2013-10-10,31.3,23.6,26.8,78.0,0.0
2013-10-11,32.2,24.6,28.0,69.0,0.0
2013-10-12,32.0,25.1,28.3,69.0,0.0
2013-10-13,31.0,24.7,27.6,62.0,0.0
2013-10-14,28.4,24.2,26.5,66.0,0.0
2013-10-15,30.5,24.9,27.4,57.0,0.0
2013-10-16,27.1,22.6,24.8,58.0,0.0
2013-10-17,26.7,21.3,23.9,62.0,0.0
2013-10-18,26.3,22.0,23.9,60.0,0.0
2013-10-19,27.5,20.7,23.9,59.0,0.0
2013-10-20,28.1,20.4,24.2,58.0,0.0
2013-10-21,27.9,20.2,24.1,59.0,0.0
2013-10-22,28.3,20.9,24.6,56.0,0.0
2013-10-23,27.7,20.0,24.0,36.0,0.0
2013-10-24,27.7,19.6,23.6,31.0,0.0
2013-10-25,26.8,20.2,23.6,27.0,0.0
2013-10-26,25.2,17.0,21.2,31.0,0.0
2013-10-27,25.7,16.4,20.8,49.0,0.0
2013-10-28,27.2,17.2,21.7,61.0,0.0
2013-10-29,26.6,19.7,22.7,66.0,0.0
2013-10-30,29.2,21.5,24.5,62.0,0.0
2013-10-31,29.4,20.6,24.7,65.0,0.0
2013-11-01,30.4,20.9,25.3,62.0,0.0
2013-11-02,28.1,22.8,25.6,54.0,0.0
2013-11-03,27.9,23.7,25.5,61.0,0.0
2013-11-04,25.8,19.4,23.1,71.0,1.1
2013-11-05,23.0,19.0,20.9,88.0,11.4
2013-11-06,27.5,20.6,23.2,78.0,0.0
2013-11-07,28.2,20.6,24.1,69.0,0.0
2013-11-08,28.5,21.9,24.5,73.0,0.0
2013-11-09,29.3,21.2,25.2,73.0,0.0
2013-11-10,27.2,24.9,26.1,76.0,0.3
2013-11-11,28.3,23.7,25.6,77.0,0.0
2013-11-12,24.7,20.1,22.8,81.0,6.9
2013-11-13,20.0,16.6,18.0,89.0,6.5
2013-11-14,20.9,16.5,18.2,81.0,0.3
2013-11-15,23.3,16.4,19.4,66.0,0.0
2013-11-16,24.0,15.0,19.3,65.0,0.0
2013-11-17,23.6,16.8,20.0,48.0,0.0
2013-11-18,23.8,16.6,20.3,36.0,0.0
2013-11-19,21.9,17.3,19.5,40.0,0.0
2013-11-20,22.5,16.6,19.1,55.0,0.0
2013-11-21,23.8,16.9,19.9,55.0,0.0
2013-11-22,25.8,17.9,21.0,65.0,0.4
2013-11-23,26.6,18.5,21.9,70.0,0.0
2013-11-24,27.5,19.2,21.6,79.0,2.9
2013-11-25,21.4,14.7,17.8,45.0,0.0
2013-11-26,22.7,13.7,17.9,46.0,0.0
2013-11-27,20.8,13.9,17.7,74.0,1.3
2013-11-28,19.0,11.2,14.7,64.0,6.7
2013-11-29,17.4,11.0,14.3,27.0,0.0
2013-11-30,19.2,10.0,14.0,36.0,0.0
2013-12-01,20.8,10.8,15.9,41.0,0.0
2013-12-02,22.1,11.9,16.6,38.0,0.0
2013-12-03,22.8,11.9,17.0,49.0,0.0
2013-12-04,23.1,12.6,17.6,49.0,0.0
2013-12-05,21.4,11.6,16.6,37.0,0.0
2013-12-06,21.3,11.7,16.6,47.0,0.0
2013-12-07,22.2,12.6,17.1,49.0,0.0
2013-12-08,23.1,13.6,17.9,61.0,0.0
2013-12-09,25.7,17.1,21.1,56.0,0.0
2013-12-10,21.0,15.5,18.6,46.0,0.0
2013-12-11,19.0,15.6,17.5,47.0,0.0
2013-12-12,15.7,13.6,14.7,50.0,0.2
2013-12-13,18.4,13.3,15.6,76.0,1.8
2013-12-14,17.2,14.8,15.6,90.0,2.9
2013-12-15,15.2,13.6,14.3,97.0,57.4
2013-12-16,14.0,9.7,11.0,96.0,26.1
2013-12-17,10.5,8.9,9.6,95.0,38.4
2013-12-18,12.3,8.2,10.0,67.0,0.0
2013-12-19,14.4,7.0,10.2,55.0,0.0
2013-12-20,15.5,7.3,11.2,59.0,0.0
2013-12-21,15.8,10.5,12.7,51.0,0.0
2013-12-22,14.8,7.1,11.0,48.0,0.0
2013-12-23,17.3,7.8,12.0,50.0,0.0
2013-12-24,16.7,8.2,12.5,45.0,0.0
2013-12-25,16.9,8.8,12.7,46.0,0.0
2013-12-26,17.8,8.9,13.1,40.0,0.0
2013-12-27,14.9,9.8,12.3,29.0,0.0
2013-12-28,13.4,6.2,9.9,29.0,0.0
2013-12-29,14.4,6.4,10.2,28.0,0.0
2013-12-30,17.2,7.4,11.7,40.0,0.0
2013-12-31,19.0,8.6,13.4,37.0,0.0
2014-01-01,20.7,9.3,14.3,40.0,0.0
2014-01-02,20.3,10.2,15.0,55.0,0.0
2014-01-03,23.9,14.4,18.9,64.0,0.0
2014-01-04,20.8,14.7,17.9,47.0,0.0
2014-01-05,20.1,10.8,15.3,38.0,0.0
2014-01-06,21.3,11.5,15.8,59.0,0.0
2014-01-07,22.9,15.3,18.2,67.0,0.0
2014-01-08,19.7,14.6,17.5,83.0,0.7
2014-01-09,15.3,11.6,13.7,59.0,0.0
2014-01-10,17.4,11.6,13.9,60.0,0.0
2014-01-11,21.6,12.5,15.8,67.0,0.0
2014-01-12,20.0,13.1,16.0,75.0,0.0
2014-01-13,14.5,9.3,11.8,60.0,0.0
2014-01-14,14.9,8.0,11.3,57.0,0.0
2014-01-15,16.5,7.6,11.8,48.0,0.0
2014-01-16,18.5,8.3,12.7,57.0,0.0
2014-01-17,20.0,9.5,14.2,62.0,0.0
2014-01-18,20.1,11.1,15.7,33.0,0.0
2014-01-19,17.8,8.8,13.8,35.0,0.0
2014-01-20,20.3,10.0,14.8,42.0,0.0
2014-01-21,18.1,10.2,14.4,21.0,0.0
2014-01-22,17.1,7.7,12.4,21.0,0.0
2014-01-23,18.2,7.3,12.4,42.0,0.0
2014-01-24,22.3,9.2,14.5,62.0,0.0
2014-01-25,22.4,15.1,17.9,71.0,0.0
2014-01-26,25.4,16.8,19.7,69.0,0.0
2014-01-27,22.0,15.4,18.2,61.0,0.0
2014-01-28,21.8,13.1,16.9,66.0,0.0
2014-01-29,25.2,13.6,18.2,64.0,0.0
2014-01-30,25.1,14.1,18.8,63.0,0.0
2014-01-31,26.2,14.1,19.8,54.0,0.0
2014-02-01,25.5,15.9,20.0,68.0,0.0
2014-02-02,25.8,15.2,20.0,70.0,0.0
2014-02-03,26.7,16.1,21.0,65.0,0.0
2014-02-04,23.5,17.1,19.8,70.0,0.0
2014-02-05,22.4,15.9,18.6,72.0,0.0
2014-02-06,24.5,17.1,20.1,76.0,0.0
2014-02-07,24.1,15.5,20.5,82.0,0.1
2014-02-08,15.1,11.2,12.1,87.0,0.5
2014-02-09,11.9,9.1,10.8,93.0,15.4
2014-02-10,9.2,6.4,7.4,69.0,2.9
2014-02-11,7.4,4.8,5.9,56.0,0.0
2014-02-12,6.2,3.9,5.5,78.0,1.5
2014-02-13,7.3,5.1,6.1,88.0,8.2
2014-02-14,13.5,5.7,8.6,59.0,0.0
2014-02-15,9.6,6.6,7.9,66.0,0.0
2014-02-16,17.0,9.6,12.5,73.0,0.0
2014-02-17,22.9,13.4,17.0,78.0,0.0
2014-02-18,19.1,8.8,15.1,92.0,1.2
2014-02-19,9.7,6.5,8.2,77.0,11.7
2014-02-20,16.9,4.0,9.7,57.0,0.0
2014-02-21,17.2,8.7,12.6,56.0,0.0
2014-02-22,14.6,10.8,12.9,70.0,0.5
2014-02-23,21.9,11.7,15.3,74.0,1.0
2014-02-24,24.0,12.6,17.4,72.0,0.0
2014-02-25,24.8,16.4,20.1,72.0,0.0
2014-02-26,25.7,18.4,21.2,78.0,0.0
2014-02-27,25.9,17.1,21.0,73.0,0.0
2014-02-28,22.5,17.3,19.5,79.0,0.8
2014-03-01,24.5,18.6,21.1,82.0,0.0
2014-03-02,21.9,16.3,18.5,81.0,0.0
2014-03-03,17.2,15.3,16.1,87.0,0.8
2014-03-04,18.4,15.6,16.4,85.0,0.7
2014-03-05,16.4,13.7,14.9,81.0,0.5
2014-03-06,18.7,14.2,16.3,80.0,0.6
2014-03-07,16.8,13.7,14.6,94.0,3.6
2014-03-08,15.9,14.0,14.5,92.0,1.8
2014-03-09,13.9,10.9,12.4,90.0,2.9
2014-03-10,13.2,10.7,11.9,89.0,2.7
2014-03-11,16.1,12.5,13.9,89.0,0.0
2014-03-12,21.6,15.4,18.1,93.0,3.4
2014-03-13,22.0,17.3,19.7,80.0,8.4
2014-03-14,20.0,14.9,16.3,50.0,0.0
2014-03-15,16.3,13.5,14.7,55.0,0.0
2014-03-16,20.5,14.7,16.8,70.0,0.0
2014-03-17,25.0,16.8,20.3,77.0,0.0
2014-03-18,27.0,19.1,22.3,81.0,0.0
2014-03-19,27.4,19.2,22.8,77.0,0.0
2014-03-20,27.7,19.3,22.4,76.0,0.0
2014-03-21,19.9,13.5,15.4,59.0,1.7
2014-03-22,20.3,13.0,15.6,60.0,0.0
2014-03-23,24.8,15.2,18.7,56.0,0.0
2014-03-24,26.4,14.9,20.1,57.0,0.0
2014-03-25,27.3,18.5,22.2,66.0,0.0
2014-03-26,28.1,18.5,22.8,74.0,0.0
2014-03-27,27.9,19.9,23.6,74.0,0.0
2014-03-28,27.6,21.7,24.0,80.0,0.0
2014-03-29,24.2,21.0,23.1,86.0,5.8
2014-03-30,22.1,20.2,20.9,95.0,163.6
2014-03-31,21.2,18.8,20.0,95.0,95.4
2014-04-01,22.2,18.7,19.9,94.0,23.5
2014-04-02,22.8,17.9,19.6,91.0,38.5
2014-04-03,24.9,18.4,20.6,90.0,81.5
2014-04-04,25.4,19.0,21.6,77.0,0.0
2014-04-05,27.3,16.4,21.3,65.0,0.0
2014-04-06,22.2,17.5,19.8,74.0,23.3
2014-04-07,22.1,17.5,19.5,88.0,2.3
2014-04-08,22.5,19.3,20.7,90.0,3.0
2014-04-09,28.6,20.6,23.7,82.0,0.0
2014-04-10,26.8,21.3,23.6,78.0,0.0
2014-04-11,28.6,20.1,23.6,75.0,0.0
2014-04-12,29.1,21.5,24.6,77.0,0.0
2014-04-13,32.4,22.5,26.5,74.0,0.0
2014-04-14,26.6,24.0,25.1,79.0,0.0
2014-04-15,28.5,21.0,23.3,67.0,0.0
2014-04-16,26.5,21.5,23.5,76.0,0.0
2014-04-17,29.7,21.8,25.1,74.0,0.0
2014-04-18,29.3,21.6,24.9,78.0,0.0
2014-04-19,29.9,21.5,25.4,76.0,0.0
2014-04-20,28.9,23.5,25.8,80.0,0.0
2014-04-21,27.8,24.3,25.8,80.0,0.0
2014-04-22,27.4,23.1,24.8,85.0,0.1
2014-04-23,24.1,20.9,22.8,90.0,2.5
2014-04-24,25.4,21.7,23.3,85.0,0.0
2014-04-25,28.5,22.8,24.9,82.0,0.0
2014-04-26,27.3,21.1,23.8,87.0,19.6
2014-04-27,29.8,20.9,24.4,79.0,0.0
2014-04-28,29.2,21.7,24.8,64.0,0.0
2014-04-29,27.8,22.1,24.8,65.0,0.0
2014-04-30,24.3,19.4,20.8,92.0,9.6
2014-05-01,24.3,18.4,20.6,90.0,7.4
2014-05-02,28.6,21.4,24.5,78.0,0.0
2014-05-03,31.0,23.1,26.4,65.0,0.0
2014-05-04,25.8,23.0,23.8,79.0,3.3
2014-05-05,23.4,18.0,20.4,91.0,29.1
2014-05-06,20.3,17.5,18.5,95.0,23.1
2014-05-07,20.0,18.3,19.2,97.0,24.2
2014-05-08,24.2,19.5,21.4,96.0,75.2
2014-05-09,22.3,20.9,21.3,97.0,53.8
2014-05-10,27.5,21.3,23.7,89.0,5.3
2014-05-11,24.8,22.4,23.6,94.0,50.4
2014-05-12,28.6,22.5,24.5,93.0,0.1
2014-05-13,29.7,24.7,26.9,91.0,5.2
2014-05-14,31.0,27.0,28.5,84.0,0.1
2014-05-15,31.8,26.7,28.4,87.0,3.9
2014-05-16,30.6,25.0,27.4,92.0,29.4
2014-05-17,30.9,22.8,26.9,88.0,30.1
2014-05-18,30.6,23.0,25.9,92.0,24.2
2014-05-19,31.9,23.7,26.0,90.0,28.3
2014-05-20,29.9,23.1,25.6,92.0,15.2
2014-05-21,30.8,23.7,26.1,89.0,0.7
2014-05-22,28.9,22.7,27.3,88.0,23.4
2014-05-23,25.9,23.1,24.4,97.0,54.6
2014-05-24,31.6,24.3,27.2,86.0,0.1
2014-05-25,32.5,25.8,28.9,81.0,0.5
2014-05-26,33.4,25.6,29.0,81.0,19.5
2014-05-27,34.2,25.9,29.1,80.0,0.0
2014-05-28,33.5,26.4,29.4,76.0,0.0
2014-05-29,32.3,24.9,28.3,85.0,7.6
2014-05-30,32.7,27.1,29.3,80.0,0.1
2014-05-31,33.6,27.1,30.0,75.0,0.0
2014-06-01,33.9,26.9,30.1,76.0,0.0
2014-06-02,33.9,27.0,30.2,74.0,0.0
2014-06-03,32.0,23.6,27.7,86.0,5.1
2014-06-04,33.1,24.3,28.6,79.0,0.0
2014-06-05,32.6,25.7,29.1,83.0,10.4
2014-06-06,29.7,23.5,25.6,92.0,25.0
2014-06-07,29.8,25.0,26.6,89.0,1.4
2014-06-08,34.3,26.1,29.4,75.0,0.0
2014-06-09,32.1,25.5,28.7,79.0,4.9
2014-06-10,32.2,25.7,28.0,78.0,17.0
2014-06-11,29.4,25.4,26.9,88.0,3.7
2014-06-12,32.3,23.8,27.7,75.0,1.8
2014-06-13,33.8,25.2,29.5,56.0,0.0
2014-06-14,34.3,26.7,30.8,45.0,0.0
2014-06-15,34.0,25.7,30.1,63.0,0.0
2014-06-16,35.1,28.0,30.5,77.0,0.3
2014-06-17,32.4,28.0,29.7,82.0,0.4
2014-06-18,32.8,25.4,28.7,86.0,60.6
2014-06-19,33.1,26.6,29.5,82.0,1.3
2014-06-20,30.9,26.7,29.1,83.0,4.0
2014-06-21,32.6,24.8,28.8,85.0,43.5
2014-06-22,29.1,25.9,27.0,90.0,4.0
2014-06-23,31.7,26.1,28.1,84.0,0.0
2014-06-24,29.8,25.3,27.1,89.0,16.3
2014-06-25,30.7,25.7,28.1,86.0,10.7
2014-06-26,33.5,27.7,30.1,78.0,0.3
2014-06-27,34.4,26.8,30.2,76.0,0.2
2014-06-28,34.3,27.6,30.6,74.0,0.0
2014-06-29,33.7,27.2,30.1,75.0,0.0
2014-06-30,32.6,27.4,29.7,76.0,0.3
2014-07-01,32.0,26.9,29.2,79.0,0.0
2014-07-02,33.2,26.6,29.6,77.0,0.0
2014-07-03,33.9,27.2,30.4,74.0,0.0
2014-07-04,34.5,27.5,30.7,71.0,0.0
2014-07-05,34.7,28.3,30.9,72.0,0.0
2014-07-06,36.1,28.3,31.1,70.0,0.0
2014-07-07,35.1,27.8,30.5,72.0,14.5
2014-07-08,35.7,26.9,29.5,82.0,4.3
2014-07-09,36.0,26.1,30.1,73.0,0.0
2014-07-10,34.5,27.7,30.0,80.0,5.6
2014-07-11,31.9,26.5,28.5,86.0,8.3
2014-07-12,32.7,26.8,28.8,83.0,0.0
2014-07-13,33.3,26.7,29.6,79.0,14.3
2014-07-14,33.3,27.6,30.3,69.0,0.0
2014-07-15,33.7,27.3,30.1,67.0,0.0
2014-07-16,34.6,27.2,30.3,61.0,0.0
2014-07-17,34.1,27.4,30.6,64.0,0.0
2014-07-18,31.8,25.6,28.1,78.0,11.2
2014-07-19,32.9,25.8,28.7,76.0,0.1
2014-07-20,33.5,26.2,28.9,81.0,14.0
2014-07-21,32.2,26.2,28.9,81.0,5.6
2014-07-22,36.0,26.7,30.6,72.0,0.0
2014-07-23,36.3,28.2,32.1,69.0,0.0
2014-07-24,34.4,26.5,31.6,58.0,0.1
2014-07-25,25.7,24.7,,,
2014-07-26,32.7,26.0,28.2,85.0,13.9
2014-07-27,32.2,26.2,27.9,84.0,16.6
2014-07-28,34.6,25.8,29.4,74.0,0.0
2014-07-29,35.3,26.7,30.3,71.0,0.0
2014-07-30,35.6,27.4,30.9,67.0,0.0
2014-07-31,36.1,27.3,31.4,69.0,0.0
2014-08-01,36.7,26.1,31.8,68.0,0.2
2014-08-02,34.6,25.4,29.1,75.0,2.0
2014-08-03,34.7,24.1,28.7,79.0,74.7
2014-08-04,32.9,26.3,29.5,80.0,26.1
2014-08-05,34.4,27.0,30.3,74.0,0.0
2014-08-06,33.6,27.5,29.8,78.0,0.0
2014-08-07,32.4,26.5,28.9,84.0,5.2
2014-08-08,33.9,26.2,29.9,76.0,0.0
2014-08-09,33.9,27.2,30.1,75.0,0.0
2014-08-10,33.5,27.8,30.1,76.0,0.0
2014-08-11,33.7,27.8,29.7,78.0,0.0
2014-08-12,33.6,25.7,28.9,84.0,17.8
2014-08-13,29.6,24.7,26.4,93.0,6.1
2014-08-14,31.9,26.0,27.9,87.0,0.4
2014-08-15,33.9,26.5,29.2,79.0,0.0
2014-08-16,32.6,25.6,28.6,77.0,15.1
2014-08-17,33.4,24.1,28.5,80.0,26.6
2014-08-18,34.0,26.6,29.8,74.0,0.0
2014-08-19,32.5,25.2,28.5,83.0,19.9
2014-08-20,26.6,23.9,24.8,95.0,54.5
2014-08-21,31.9,24.0,26.9,83.0,0.0
2014-08-22,31.0,25.1,27.5,84.0,10.0
2014-08-23,32.9,25.3,28.6,78.0,0.0
2014-08-24,33.5,25.7,29.5,68.0,0.0
2014-08-25,34.7,25.7,29.7,70.0,0.0
2014-08-26,34.3,26.3,30.0,70.0,0.0
2014-08-27,33.2,26.5,30.1,65.0,0.0
2014-08-28,33.2,27.5,30.1,66.0,0.0
2014-08-29,34.0,26.7,29.9,70.0,0.0
2014-08-30,34.4,26.4,30.2,68.0,0.0
2014-08-31,32.5,25.0,28.4,76.0,14.6
2014-09-01,33.0,25.7,27.4,85.0,23.1
2014-09-02,33.9,25.5,29.1,77.0,0.0
2014-09-03,34.8,27.0,30.2,71.0,0.0
2014-09-04,35.1,26.7,30.3,66.0,0.9
2014-09-05,32.6,25.0,28.0,78.0,2.4
2014-09-06,33.7,24.8,28.7,73.0,0.0
2014-09-07,33.6,27.1,29.5,72.0,0.2
2014-09-08,30.5,25.6,27.8,84.0,38.0
2014-09-09,32.2,26.0,28.4,82.0,3.0
2014-09-10,34.2,26.7,29.5,74.0,0.0
2014-09-11,34.2,25.9,29.1,77.0,5.7
2014-09-12,31.5,26.3,27.9,80.0,7.0
2014-09-13,31.2,25.8,27.5,85.0,19.1
2014-09-14,34.3,26.0,29.0,79.0,0.0
2014-09-15,33.6,26.6,29.4,73.0,9.8
2014-09-16,28.0,25.4,26.5,85.0,22.1
2014-09-17,30.6,25.3,27.5,84.0,5.8
2014-09-18,33.7,25.5,29.0,76.0,0.0
2014-09-19,34.8,26.6,30.2,71.0,0.0
2014-09-20,31.7,26.5,28.5,66.0,0.0
2014-09-21,27.7,24.5,26.2,63.0,0.0
2014-09-22,30.6,23.5,27.1,62.0,0.0
2014-09-23,31.6,23.5,27.3,65.0,1.3
2014-09-24,31.4,24.4,27.7,72.0,0.0
2014-09-25,33.5,25.3,28.7,70.0,0.0
2014-09-26,33.1,25.4,28.8,70.0,0.0
2014-09-27,34.0,26.9,29.1,70.0,0.0
2014-09-28,34.0,25.5,29.2,69.0,0.0
2014-09-29,34.1,26.1,29.6,70.0,0.0
2014-09-30,35.2,26.9,30.3,71.0,0.0
2014-10-01,32.7,23.9,28.2,74.0,44.3
2014-10-02,32.8,25.3,29.0,71.0,0.2
2014-10-03,33.1,24.4,28.4,72.0,30.6
2014-10-04,31.7,24.3,27.4,73.0,0.2
2014-10-05,30.4,23.5,27.0,61.0,0.0
2014-10-06,29.6,22.6,26.5,43.0,0.0
2014-10-07,28.8,22.0,25.7,48.0,0.0
2014-10-08,28.4,21.3,24.9,56.0,0.0
2014-10-09,29.5,23.1,26.0,50.0,0.0
2014-10-10,29.1,22.5,25.7,54.0,0.0
2014-10-11,31.2,23.2,26.9,54.0,0.0
2014-10-12,30.6,23.3,26.9,51.0,0.0
2014-10-13,28.5,22.4,25.5,44.0,0.0
2014-10-14,27.9,21.4,24.3,49.0,0.0
2014-10-15,28.2,19.6,23.9,53.0,0.0
2014-10-16,29.3,21.2,24.6,64.0,0.0
2014-10-17,28.7,19.8,24.4,59.0,0.0
2014-10-18,29.2,20.4,24.6,63.0,0.0
2014-10-19,29.9,22.1,25.6,68.0,0.0
2014-10-20,30.4,21.9,25.7,72.0,0.0
2014-10-21,32.0,24.2,27.2,72.0,0.0
2014-10-22,29.7,24.5,26.5,61.0,0.0
2014-10-23,26.4,23.4,24.5,58.0,0.0
2014-10-24,26.6,22.4,24.2,71.0,0.0
2014-10-25,28.3,21.3,24.3,76.0,0.0
2014-10-26,28.8,22.6,25.2,74.0,0.1
2014-10-27,31.8,22.9,26.6,66.0,0.0
2014-10-28,29.9,21.9,25.8,60.0,0.0
