YMD,T0000,T0015,T0030,T0045,T0100,T0115,T0130,T0145,T0200,T0215,T0230,T0245,T0300,T0315,T0330,T0345,T0400,T0415,T0430,T0445,T0500,T0515,T0530,T0545,T0600,T0615,T0630,T0645,T0700,T0715,T0730,T0745,T0800,T0815,T0830,T0845,T0900,T0915,T0930,T0945,T1000,T1015,T1030,T1045,T1100,T1115,T1130,T1145,T1200,T1215,T1230,T1245,T1300,T1315,T1330,T1345,T1400,T1415,T1430,T1445,T1500,T1515,T1530,T1545,T1600,T1615,T1630,T1645,T1700,T1715,T1730,T1745,T1800,T1815,T1830,T1845,T1900,T1915,T1930,T1945,T2000,T2015,T2030,T2045,T2100,T2115,T2130,T2145,T2200,T2215,T2230,T2245,T2300,T2315,T2330,T2345
20091013,5588.778264,5404.08134,5224.965214,5085.594547,5091.704383,5048.363134,4953.476957999999,4830.451373,4748.902212,4789.958141,4680.51954,4660.980345,4592.789539,4465.004357999999,4525.355527,4512.780156,4478.298207999999,4406.158337999999,4353.224177,4463.667213,4375.8542769999995,4395.617639,4412.164869,4362.0100489999995,4517.244581,4429.733412,4565.901817999999,4575.835394,4644.628667,4890.880724,4956.7909629999995,5290.982540999999,5752.710107,6240.4098109999995,6737.0394320000005,7025.9970969999995,7222.531028,7450.850016,7462.139942999999,7592.539177,7812.454861,7885.284013,8006.052796,8019.246348,7998.430147999999,8097.0926309999995,8088.706495999999,7839.420279000001,7509.652483,7066.514967,7174.286332,7125.450032999999,7150.303955,7232.406792,7286.198627,7587.7270069999995,7635.86704,7635.671488,7741.8547690000005,7697.6273280000005,7778.7223349999995,7801.387549,7791.0519079999995,7830.077336,7787.313528,7818.723486,7913.660296,7809.494712,7841.831019999999,7846.741644999999,7693.101793,7586.203816,7569.988034999999,7630.009209999999,7743.492517,7711.384547,7681.660255,7772.336824999999,7643.754497999999,7683.393257,7584.326865999999,7558.088948,7548.815747999999,7429.686653,7445.028076,7260.196709999999,7221.098726,7141.063832,6946.615304,6878.231662,6687.243997,6501.804441,6315.527483999999,5969.462039,5797.611019,5634.882073
20091014,5416.075099,5280.1586019999995,5168.996990000001,5076.5713160000005,4985.8787409999995,4909.406851000001,4829.059326,4735.057014,4667.431718,4618.27949,4565.102344,4539.284145,4502.68847,4431.041069,4418.54097,4366.493001000001,4311.465386,4296.006496,4301.853462,4275.410486,4264.14704,4268.785871,4312.955888,4309.51588,4282.442986,4324.1166109999995,4359.078224,4442.691933,4580.327755,4722.967516000001,4852.749054,5100.096629,5502.164539,6059.786110999999,6423.148208,6679.2841769999995,6842.36921,6994.0368579999995,7085.339951,7206.858058999999,7299.979514,7352.186078,7452.414432,7525.0322209999995,7555.243356,7627.635813999999,7614.026908,7459.076974,7055.731282999999,6703.93954,6691.245247,6658.6048439999995,6666.809104,6726.784785999999,6858.5362,7074.094061999999,7100.539366,7159.563963,7177.64583,7196.032665,7190.158732999999,7200.381563,7203.434153,7235.326685999999,7254.96259,7316.403651,7387.0810519999995,7276.988865,7395.375231,7397.3114479999995,7266.455247,7134.3377550000005,7192.032869999999,7253.538339,7328.717122,7366.900493,7327.2304030000005,7257.077287,7207.091538,7227.273552,7182.029259999999,7158.632278,7094.373560999999,6966.329293,6983.675609,6840.041792,6782.905979,6589.460625,6463.235592,6405.1137739999995,6258.070212999999,6060.534951,5861.742763,5478.917228,5369.34079,5197.547097
20091015,5033.385945999999,4897.17292,4693.596595,4689.2391609999995,4621.51153,4576.931785,4483.324457,4341.413165999999,4353.291398,4283.889547,4227.873404999999,4173.669029,4056.5622870000007,4120.157912000001,4059.067409,4058.1215619999994,4027.3945810000005,4005.8822119999995,4003.8886680000005,3922.9960029999997,4000.0773439999994,3966.6516289999995,4065.6859130000003,4054.044943,4112.288108,4113.583931,4121.309399,4322.262262,4411.583742,4593.158042,4719.228166,4875.8656089999995,5323.676003,5837.340279,6076.063002,6451.680369999999,6585.322993,6738.2367030000005,6902.2846549999995,7029.550304,7136.332269,7271.447352,7293.3306489999995,7325.814203,7473.398733,7541.077476,7543.530024,7384.15495,6947.45125,6714.277121,6610.587031,6674.5757969999995,6637.987106,6727.343215,6931.908552,7171.769861,7250.7178699999995,7291.703668,7285.591019,7359.489111,7438.403849,7363.913766000001,7476.636884,8811.604622,7453.841496,7507.5135359999995,7505.863372,7529.854284999999,7485.865658,7418.935657999999,7394.177959999999,7179.07755,7233.445855999999,7279.815057,7383.704967,7500.810642,7446.668734,7442.608799,7297.224811,7268.671891,7269.679236,7258.145354,7140.52199,7161.668281,7076.574933999999,6930.606035999999,6902.235379,6803.131061,6610.015313,6564.408337999999,6380.396234,6224.789901,6096.1952550000005,5772.8637,5650.893281,5462.929688
20091016,5210.262245,5203.052623,5036.747287,4991.396003999999,4846.85514,4695.014638000001,4689.0942430000005,4595.850082999999,4574.269523,4498.0089960000005,4408.172154999999,4416.832121,4375.206414,4286.295535,4290.619795,4186.978593,4155.826267,4218.280493,4189.380313000001,4192.761636,4135.607392999999,4159.018537,4202.206332,4147.76838,4285.768437,4237.041069,4329.098725,4456.835599999999,4482.330789000001,4701.028832,4834.496176000001,5026.997622999999,5538.227392999999,6122.390493,6443.513551999999,6724.149005,6836.3852799999995,7014.7308379999995,7236.358281,7292.277714,7480.50505,7552.090856,7567.218296999999,7732.958996,7746.2832069999995,7855.562631,7761.738314,7607.638585,7302.000023999999,6901.212417,6957.868759,6918.401884,6923.135386999999,7117.084753,7211.432384999999,7468.371611,7496.841111,7528.010023999999,7598.528732999999,7605.844861,7626.213503,7616.298938999999,7563.092014,7646.111792,7640.49588,7667.2092920000005,7675.47505,7589.507927,7646.061060999999,7612.3724760000005,7520.108889,7370.914546999999,7250.762878,7390.78199,7508.5053609999995,7578.835017,7549.261851,7481.329162,7481.463701,7457.824218999999,7446.121266,7407.224654,7344.42278,7247.533651,7191.260847,7171.310468999999,7103.76384,6973.638921999999,6873.584877,6701.434029999999,6693.459951,6504.389976,6364.6214150000005,6048.630723,5826.879605,5753.963347
20091017,5605.23509,5423.133207,5346.532986,5234.365387,5082.358142,5058.552014,4901.222476,4855.659054,4691.732352,4705.390049,4710.998783,4554.632746,4559.8274839999995,4416.911660999999,4475.267443,4441.7243579999995,4354.065361,4409.713873,4238.698799,4274.607229,4377.007122,4369.265649,4351.866662,4333.007146,4289.690535,4411.259277,4367.896785,4472.027837,4500.284325,4634.111151,4781.476267,4945.185107,5342.026462999999,5836.3773599999995,6018.898865,6214.492671999999,6410.941825,6602.5973349999995,6699.606259,6817.097509,6937.95495,7028.579819,7174.356462999999,7219.620543,7307.551431,7347.649194,7296.383142,7260.967278,6849.594934,6463.524942999999,6452.765023999999,6424.099778,6439.018766,6443.9264809999995,6631.874457,6811.598191,6848.735707999999,6957.6352799999995,6925.68833,6965.208264,6957.637705,6901.2929269999995,7000.178413,6955.234918,7004.865453,7008.753503999999,6951.510797,7002.880057,7015.0078699999995,6958.149186,6953.579127999999,6762.682837,6888.479711999999,6944.72167,7121.816316,7064.9510359999995,7063.492738,7126.643618,7049.111808999999,7039.123816,6985.957146,6886.149384,6869.832334999999,6898.642014,6876.330558999999,6815.702746,6677.54778,6703.184589,6616.988157999999,6531.835156,6401.907244999999,6207.252689,6145.371150999999,5860.235189,5794.89046,5578.339317999999
20091018,5351.563502999999,5361.483208,5184.047122,5133.87329,5022.529318,4844.822796,4863.996398,4757.3982479999995,4657.553626,4621.892837,4539.085683,4519.910723,4362.638997,4356.741785,4266.589596999999,4278.368889,4282.729621,4168.7962339999995,4228.575782,4161.095016,4127.864465,4189.891891,4135.17875,4183.671184,4138.7176979999995,4097.154071,4166.356102,4258.4246219999995,4259.7650650000005,4343.20495,4451.410099,4610.443733,4900.1478130000005,5207.603766,5374.902188,5590.354029,5747.099918,5885.285148,6075.2535370000005,6213.9313329999995,6350.662533,6431.595453,6450.014104,6609.22583,6619.537221,6745.980213,6740.980057,6592.875994999999,6321.580575,6126.619984,6094.010912,6080.932014,6042.891232999999,6028.797327,6192.681834,6371.4076319999995,6278.83704,6417.273306,6323.469359,6352.718545,6378.06125,6390.994745,6375.87875,6323.963865000001,6401.2588,6419.128043,6464.562746,6424.655394,6391.817887,6550.690986,6534.362878999999,6473.938281,6468.552549999999,6543.153504,6624.918683999999,6680.949861,6651.660419999999,6645.947993,6580.36833,6476.137368,6521.373512,6497.831127,6465.058125,6474.873264,6371.014976,6399.433939,6348.160320999999,6265.86329,6215.856201,6054.113453999999,6011.022368,5799.284753999999,5646.170642,5413.372582,5244.47366,5180.5493989999995
20091019,5022.519909,4884.860904,4821.875311999999,4658.63537,4592.934456999999,4484.992081,4459.663635,4378.209243,4242.6527129999995,4199.130558999999,4270.117681,4153.852705,4100.711546,4123.556307,4055.9272280000005,4077.1459780000005,4046.32287,4054.240592,4081.9414640000005,3991.9692109999996,4017.4308379999993,3951.8577709999995,3980.7128460000004,3990.7856169999995,4026.8257729999996,4109.59597,4167.427467,4245.317788,4393.9400239999995,4482.4435029999995,4635.351102,4928.703643,5351.516167,5926.291316,6267.642755,6551.73199,6836.782689,7043.113717,7187.420131999999,7337.360986,7462.510871,7580.340748,7717.906924,7743.389308999999,7862.89069,7901.76829,7931.377928000001,7834.389276999999,7408.084753,7033.500822999999,7038.0638,7041.39963,7030.0504359999995,7204.701167,7242.4122449999995,7471.722476,7495.488931,7539.3472870000005,7566.154982999999,7598.878224,7594.598002,7598.94787,7620.521349,7657.922221,7671.120526,7671.992944,7709.886382,7722.877689,7742.007253,7771.150320999999,7665.026792,7531.867229,7494.244227,7472.912278,7545.101521,7556.359729,7571.927549999999,7567.076677,7488.338479,7454.322713,7415.590904,7391.904474,7352.489688000001,7346.223585,7292.519729,7147.196462999999,7083.689787,7037.160148,6916.83708,6784.635198,6666.642846,6457.025360999999,6370.643175,6064.085345,5889.720764,5742.957047999999
20091020,5498.486784,5334.528848,5321.803224,5190.965938,5141.044112,5044.59352,4908.7139799999995,4841.982927,4866.896892,4752.507993,4741.298479,4598.036851,4502.260311999999,4509.762583,4476.028601999999,4464.473865,4412.706226,4318.079622,4381.594252,4418.111842,4317.6496210000005,4364.3412499999995,4347.100082,4379.7598849999995,4409.958701,4389.363273,4558.3990619999995,4526.455313,4666.280231,4836.5749829999995,4878.133857,5180.619918,5496.668034,6059.349902,6418.586201,6734.241660999999,6873.031686,7029.9367520000005,7220.090410999999,7273.3660119999995,7385.428075,7345.980115,7482.171316,7448.074457999999,7516.8412499999995,7700.00926,7561.496267,7412.794588,6920.546069,6529.434308999999,6517.41824,6524.913042,6502.532910999999,6540.083939,6641.909785999999,6806.379688,6893.129795,6867.1372870000005,6925.565625,6929.215444,6838.961406,6865.714976,6865.714976,6865.714976,7025.239235999999,6993.009531,7121.624546999999,7063.795862999999,7153.947566,7160.659384,7054.466694,7001.672697999999,6992.528314,7077.755714999999,7104.7949499999995,7033.060346,7095.294285,7016.629613,7006.117335,7007.738108,6921.773701,6938.603783,6829.032582999999,6898.70875,6814.955360999999,6696.566957999999,6601.325567999999,6429.763026,6341.851538,6225.520214,6011.351004,5935.608166,5622.761826,5433.520936999999,5225.753339,5111.3572619999995
20091021,4929.740379,4777.70384,4657.909325,4633.042114,4558.870773,4404.393035,4440.928667,4305.930469,4306.288108,4282.505551,4156.927993,4192.909366999999,4049.002689,4055.037738,4042.3078459999997,4045.0573109999996,3966.1102719999994,4019.796571,3990.542146999999,3919.794227,3954.583956,4068.781085999999,4029.2166289999996,4069.800361999999,4140.016916,4057.5347119999997,4249.090797,4330.890412000001,4504.04162,4560.489605999999,4646.6742030000005,4986.49537,5337.102549,5915.608997,6150.721283,6309.976562,6473.6985939999995,6703.275575,6763.320806,6864.790469,6847.671036,7051.528273,7100.002665,7159.462113,7166.977188,7219.950246,7201.884384,7147.817845,6644.08278,6433.606069,6422.380938,6330.843395999999,6454.567671999999,6516.921406,6686.927583,6912.160903999999,6902.592532999999,7073.455123,7078.695354,7145.458611,7142.785,7093.242055999999,7105.857779,7225.846488,7212.4914309999995,7237.304128,7273.939573,7202.950123,7307.992878,7297.156134999999,7244.460691,7119.858371,7072.759342,7239.926135,7313.177721999999,7282.812648,7264.950971,7222.678371,7167.348504,7163.328339000001,7029.916381999999,6989.993413,7031.144111,6918.060929,6942.755674,6822.98958,6794.398733,6580.004095,6506.039655,6307.311874999999,6198.701266,6120.3377789999995,5899.412713,5538.232145999999,5415.303076,5261.614433
20091022,5027.726481,4926.339753,4830.520534,4673.7764879999995,4601.996003,4642.063405,4525.894555999999,4477.6645069999995,4364.668043,4304.992188,4307.094663,4248.123125,4229.122861999999,4163.420979,4062.918503,4030.6924839999992,4122.529465,4056.013849,4071.4585770000003,3999.7510359999997,3961.0343589999998,4119.967598,4053.099096,4144.687854,4090.7680759999994,4148.2775329999995,4289.736513000001,4350.665607999999,4455.577607,4607.723174,4697.692517,5029.702953,5434.005452,6028.145099,6262.5606339999995,6427.608462,6671.02259,6843.427771,6909.194062,7113.357722,7173.009424,7281.858749999999,7355.350023999999,7397.365476999999,7496.864391,7568.501316,7457.327385,7373.369326,6924.073668,6666.498898,6611.826497,6516.6434039999995,6544.346604,6732.555509999999,6827.545378999999,7072.262023,7079.910764,7143.020904,7223.383561,7241.76574,7338.997861,7360.021932,7313.821899,7300.920123,7332.828273,7348.436349,7468.116307,7417.6881410000005,7407.669787,7413.210427,7274.9540959999995,7215.359236,7241.032517,7265.091232999999,7456.634029,7438.181234,7459.429375,7444.834852,7295.70259,7309.230986,7277.909589,7148.436898999999,7174.785009,7128.584976,7083.366389,6944.660172,6786.325132,6668.248002,6611.636570999999,6482.365156,6383.881249999999,6185.449901999999,5918.807959999999,5683.034425,5520.738002,5340.458264
20091023,5123.694982999999,4916.27319,4880.431496,4844.4282969999995,4747.063577,4704.988857,4493.4171129999995,4484.847648,4386.4911999999995,4416.310164,4306.3852050000005,4279.766562,4227.133585999999,4190.853354999999,4095.4437669999998,4071.60495,4098.005246,4055.348914,4095.0956340000002,3997.9057079999993,4021.965782,4040.152894,4048.409243,4142.947286,4096.711266,4198.241554,4290.6335690000005,4371.7744569999995,4521.595904,4639.086668999999,4808.524523,5082.268223,5357.836299,5870.200872,6238.094712,6498.698889,6760.995231,6863.380962,6932.840625,7116.396538,7237.23972,7295.705403,7418.516035999999,7374.060354,7488.928142,7625.794754,7548.863569,7411.937301999999,6960.028561,6616.918997,6685.557361,6653.613224,6648.858963,6762.241875,6832.887557,7145.611677,7203.306307,7199.134531,7289.166439,7248.1105099999995,7297.9215619999995,7356.696481,7325.4661670000005,7301.784005,7310.8943420000005,7380.687879,7404.027145999999,7421.193042,7366.655567999999,7384.891858999999,7242.9213979999995,7183.258346999999,7176.591052,7239.287195999999,7386.501283,7317.726052,7358.0217920000005,7343.167211999999,7210.750378,7233.719687,7156.2125160000005,7149.7857810000005,7115.642557,6997.456884,7021.055238,6878.667482999999,6893.275198,6769.256818,6681.817623,6536.788849,6379.215453,6303.401610999999,6067.907047999999,5814.117994,5579.91227,5367.577039000001
20091024,5321.353337999999,5088.757911,5009.207047,4888.031834,4752.499457,4646.460609,4655.513134,4558.961662000001,4510.268438,4509.689735999999,4322.4029120000005,4370.059885,4279.398544,4251.8932239999995,4182.231801,4121.287089,4160.032187,4108.971678,4066.889392,4096.444613,4013.880929,4007.4096710000003,4154.898462,4116.765822,4146.046727,4143.957055999999,4094.4629030000006,4279.391462999999,4341.956851,4491.382344,4598.832639,4723.128535999999,5101.237639999999,5578.266858999999,5756.955797,6014.251595,6128.390913,6333.787442999999,6423.339589,6499.941168,6671.274111,6782.428545,6787.351003999999,6861.315929,6962.867557,6974.161267,6995.850369999999,6762.622212,6421.1518510000005,6135.537096999999,6097.471192999999,6020.498782999999,6044.599596999999,6121.070905,6373.301266,6595.313314,6664.567434,6659.266481,6637.301316,6718.261299,6614.617187,6694.469236,6715.62222,6633.528889,6663.534384,6759.101694,6672.565181,6735.792788,6757.628264,6732.6227309999995,6736.5851809999995,6727.070839,6760.082073,6788.838207999999,6915.831480999999,6896.388413,6923.203578,6822.505453,6853.512860999999,6735.4787989999995,6784.460985999999,6720.923561,6697.750649,6651.11625,6530.403339,6583.704063,6456.224432,6376.0151319999995,6263.415592,6142.5511670000005,6129.684407999999,6014.539588,5830.0652789999995,5559.052517,5314.978692,5254.867598
20091025,5059.645107,4969.17796,4803.197089,4653.306481,4607.392113,4507.635566999999,4442.524802,4315.513002000001,4283.452368,4250.62718,4163.015616,4140.289292,4134.074210999999,4002.2555759999996,4055.714992,3989.9619900000007,3978.128766,3924.5926229999995,3899.580009,3853.2265219999995,3917.877895,3910.567878,3892.4377050000003,3978.3717510000006,3949.8097129999996,3973.1016440000003,3897.1735359999993,4039.7029109999994,4023.2034049999993,4151.757311,4307.5062339999995,4418.241142999999,4667.700698999999,5041.020912999999,5193.555837999999,5382.258668,5451.9039889999995,5643.9076319999995,5809.380708,5846.992846,6066.501324,6140.2512,6182.758733999999,6307.981563,6255.035567999999,6442.569063,6408.477443,6325.283356,6018.456933,5701.107853,5752.828544,5673.453831999999,5705.127533,5720.738034,5762.85815,5995.934794,6015.480682,6060.381497,6028.7788,5951.209645999999,6032.348593999999,6030.522763,6046.255387,6034.6480759999995,6092.09264,6029.591078,6080.778075,6194.555971,6197.554532,6321.608026,6316.482352,6236.976884,6343.983889,6454.942771,6507.097731,6480.0372529999995,6361.217490999999,6434.091069,6383.1281420000005,6371.739662999999,6348.31329,6207.417006999999,6272.420781,6255.396505,6279.911703,6125.195345,6058.975773,6014.803816000001,5853.1894,5814.035641,5636.3901319999995,5552.471455,5374.396333,5175.8712829999995,5000.471323999999,4777.58162
20091026,4738.908593,4524.945895999999,4514.223807,4333.861521999999,4221.660360999999,4248.498709,4168.901867,4159.937418,4029.71065,3964.8935039999997,4035.1536109999997,3922.194589,3930.4300829999997,3876.8641609999995,3840.604979,3772.843301,3814.335342,3748.956566,3749.396073,3804.786274,3740.226275,3853.5803779999997,3857.1401809999998,3897.7300250000003,3884.319096,3915.9767920000004,4086.0488319999995,4178.329976,4301.142549,4413.1476729999995,4554.924425,4887.447894,5253.269523,5800.771957999999,6164.719061999999,6414.15495,6560.90722,6870.117418,6977.598462,7163.838462,7175.430156,7283.407064,7482.309153,7450.820624999999,7548.85125,7612.358799,7513.439654,7442.67505,7072.328759,6755.206561999999,6624.584325,6572.698734,6566.045212999999,6758.254787,6866.056997999999,7143.277566,7145.806259,7150.3489629999995,7207.849399,7327.4918179999995,7270.998339,7325.4339629999995,7322.109967,7250.297278,7336.705459999999,7350.624087,7351.570903999999,7352.46699,7274.607903,7343.178561,7202.546118,7121.498059,7157.673627,7156.381101999999,7260.828471,7312.550131999999,7198.831891,7173.70472,7147.6415959999995,7078.406488,7110.2454769999995,7042.9295139999995,7000.967993,6974.284457,6852.852096999999,6864.825486,6711.646481,6633.17222,6505.416818,6308.237837,6279.507697999999,6139.4299009999995,5941.7142189999995,5606.792813,5387.283462,5279.169687
20091027,5121.887097,4936.819827,4839.852031,4731.9290550000005,4595.412516,4532.471447,4476.646201,4475.034933999999,4314.634861,4331.022138,4221.4339629999995,4244.904762,4183.311702,4217.50847,4136.342944,4080.2809209999996,4028.0714470000003,4113.284589,4032.606973,4050.4031749999995,4026.55912,3987.018331,4117.958436999999,4117.217648,4115.96014,4114.725912,4135.969203000001,4374.986612,4370.008766,4535.4894079999995,4628.104523,4960.064713,5281.898297,5918.5313160000005,6219.521637,6549.229293,6665.509497999999,6788.783305999999,7001.978247999999,7114.028865,7220.557854,7282.725542,7296.565017,7394.306775999999,7502.043997,7476.591003,7512.869391,7342.611596,6882.274622,6629.301241,6553.576736,6514.848807,6581.316505,6612.030682,6800.793264,7032.979351,7106.16847,7147.7866109999995,7185.236274,7226.5156910000005,7209.270255,7230.842860999999,7170.3466769999995,7202.358035,7280.183948,7270.637014,7310.630017,7291.332351999999,7226.7458719999995,7365.859392,7264.286520999999,7191.330493,7177.147056,7180.193438,7349.100410999999,7335.538355999999,7295.015345,7245.3828699999995,7139.915255,7186.006842,7082.699514,7055.596259,7010.975871,6921.80542,6920.414828,6816.0995729999995,6716.372903,6566.210985999999,6357.168323,6301.349285,6136.294473,6030.463981,5697.279457,5440.036233,5228.36972,5048.463141
20091028,4946.994351,4795.812672999999,4704.353701,4625.649162000001,4450.9796129999995,4458.870757,4393.593733999999,4321.858257,4264.365387,4158.799317,4218.432492,4149.077977,4098.620419999999,4014.363504,3978.2973519999996,3998.87338,3986.280452,3886.3591030000002,3936.358626,3878.1496049999996,3979.752837,3958.9556489999995,3988.623487,3948.095238,3961.2446549999995,4136.610081999999,4138.915675,4314.732443,4373.552467,4463.546933,4613.287869999999,4960.311092999999,5287.492287,5845.063807,6051.778955,6353.56972,6511.073955,6761.499243,6820.532861,6988.527548999999,7038.229573,7058.380837999999,7233.8726560000005,7246.619523,7343.978035,7394.594769,7267.023667,7161.786233,6707.487121,6484.185361,6456.644054,6389.952770999999,6410.570024,6508.863519,6537.599769,6847.756299,6863.804851999999,6861.0545139999995,6993.225453,7012.532235999999,7049.796241,7008.942557,6984.26954,7085.407269,7108.356596,7106.826808999999,7153.04954,7070.441817999999,7161.010427,7102.9762,7012.200205,6985.442755,6974.805444,7019.100009,7084.718569,7155.5555349999995,7139.080279,7151.110994999999,7024.491462999999,6947.121644,7019.575115000001,6932.239613,6935.331002999999,6825.801997999999,6750.7231249999995,6717.188964,6632.331520999999,6491.1127129999995,6337.922747,6160.823445,6077.060065000001,5953.041588,5720.858799,5470.950715,5231.210074,5027.058733
20091029,4965.250139,4764.900130999999,4691.664161,4534.888395999999,4467.023898,4433.535715,4294.8446300000005,4313.261826,4186.993724999999,4097.3435119999995,4133.670206,4093.208208,4019.7430269999995,3990.928207,3895.232566,3977.5717920000006,3920.7131079999995,3942.623759,3958.932854,3857.8785449999996,3844.918084,3974.561785,3900.5519489999997,3978.7146459999994,3925.3656159999996,4104.62278,4113.042573999999,4218.722813,4328.706554,4520.012960999999,4599.258372,4927.560789,5311.524425,5877.8836599999995,6151.932328,6363.848519,6545.800246,6795.354474,6873.132566,7050.281629,7138.7809369999995,7135.594778000001,7339.1204689999995,7365.497582,7483.420773,7523.648807,7406.26222,7325.744654,6889.395198,6460.115781,6497.680971,6444.421471999999,6416.867846,6506.814976000001,6714.63088,6974.316661,7050.35176,7072.751776,7026.531373,7130.318075,7138.660172,7160.204744999999,7148.7665050000005,7129.3247949999995,7241.075682,7250.226274,7275.327351999999,7250.505634,7173.649236,7278.021333,7215.067557,7092.931365,7163.330763999999,7176.729762,7198.365806,7293.824573,7231.341538,7241.323323,7153.238108,7055.329605999999,7109.0646959999995,7060.235575,6985.037294999999,6939.8542099999995,6814.537096999999,6814.3793749999995,6681.183437,6604.007812,6445.570049,6292.777977,6235.314498,6012.728889,5833.621298999999,5491.8838,5358.847524,5248.842443
20091030,5029.896274,4875.380123999999,4666.472097,4565.69579,4556.177665,4453.3292440000005,4382.865049,4358.933306,4275.700903999999,4226.2588399999995,4244.1986019999995,4190.610855,4126.839951,4000.2654270000003,4071.8000170000005,4043.5052140000007,4070.638733,4041.902483,3911.3336929999996,3974.2070559999993,3995.274292,4034.888898,4019.988436999999,3962.044129,4054.14301,4154.678175,4257.364218,4285.396636,4335.864572,4462.776849999999,4703.964828,4888.451941,5265.719861,5860.682262,6114.075846999999,6344.249087,6654.852301999999,6790.47324,6887.33162,7026.4759859999995,7062.954194,7264.062451,7359.677581999999,7374.670872,7447.668125,7420.480673999999,7514.695221999999,7312.262236,6961.554177,6576.317804,6497.765361,6546.759285,6523.199828,6646.042665,6738.297328000001,6967.754514,6975.902417,7119.804342,7081.9165299999995,7173.581045,7137.765929,7104.7513,7203.628347,7194.538865,7225.969096,7249.741273999999,7184.297993,7190.715706999999,7224.30671,7172.8081489999995,7216.133683999999,7047.672911,7162.301012,7190.534802,7253.7931579999995,7240.778668,7123.816941,7128.885773,7146.292714,7124.856102,7064.313552,7004.7783469999995,6869.255378999999,6940.657467,6820.1070310000005,6779.897912,6695.5936599999995,6492.7760690000005,6471.809325,6294.840682,6193.743692999999,6007.849982999999,5837.961660999999,5526.694384,5458.384752999999,5285.047887
20091031,5103.526258,4952.049505999999,4767.824293,4730.327779,4667.372451,4591.020065000001,4482.523043,4336.593042,4358.42037,4269.047285999999,4221.917023,4198.274243,4078.9879109999993,4118.937846,3976.317096999999,4034.8637750000007,4061.583783,4008.8632159999997,3902.3475160000003,3874.4282969999995,4003.5510109999996,4008.207302,4002.675198,4019.9817439999997,3928.895058,4075.80505,4101.699976,4117.728255999999,4230.273767,4296.006496,4549.723479,4723.6764889999995,5082.972928,5511.556661,5703.840246,5970.503043,6138.262409,6345.413766000001,6399.479432,6452.442887,6592.2219239999995,6646.7550329999995,6721.735839,6751.02528,6825.635255,6906.576226,6880.262162999999,6714.054991,6369.743305999999,6082.507294,6030.631694,5994.46505,6002.200412,6085.70907,6205.587877999999,6415.572023,6459.078074999999,6472.19199,6494.048224,6500.465938,6477.639219,6504.406078,6515.7572119999995,6536.4962,6549.577910999999,6548.132417,6591.653504,6571.921084999999,6607.704967,6644.4522529999995,6616.016703,6597.913981,6685.092731,6728.587433999999,6772.806727,6741.332846,6715.181743,6692.550576,6642.7789060000005,6605.255814,6557.570419999999,6529.494933999999,6494.780476999999,6466.18866,6405.694901,6319.98153,6258.592073,6179.540856,6130.497171,5988.026965999999,5894.231167,5815.3503789999995,5588.503948,5349.825263000001,5219.514687,5121.26426
20091101,4920.613066999999,4752.625945,4687.454943,4626.7471049999995,4434.873248,4426.479934999999,4333.156817,4218.33782,4184.9745729999995,4028.849096,4073.276842,3998.9709620000003,3903.6211260000005,3933.2330920000004,3854.5551309999996,3861.589959,3793.6359299999995,3730.835802,3789.120386,3767.771074,3802.8684869999997,3721.4479479999995,3712.67488,3809.527731,3781.626554,3709.8133799999996,3785.578528,3785.8759299999997,3847.35162,3983.7521469999992,4127.726627999999,4182.219967,4441.863068,4678.010732,4830.612392999999,5111.530212999999,5245.508553,5427.593849,5503.996093,5537.224219,5734.406595,5752.498841,5926.667385,5874.533668,5963.4733559999995,6124.871365,6069.138948,5999.497895,5841.1581989999995,5505.245938,5526.558002,5473.915617,5461.344902,5462.872846,5439.787525000001,5583.512328,5678.602204,5560.697443,5619.535024,5549.699292,5605.396595,5611.926053,5629.014252,5627.878964,5576.655592,5706.3840709999995,5693.372879,5753.0932569999995,5719.504194,5846.263988,5890.604046,6025.275354,6117.943043,6215.515246,6162.773339,6090.708256,6119.217623,6088.570764,6046.289046,6018.084162,5893.354384,5917.601570999999,5901.690369999999,5816.848059,5839.561578999999,5684.838043,5684.291448,5597.274688,5423.691636,5377.726925,5161.998537,5029.025699,4908.786924,4642.107927999999,4503.509284,4307.466464
